_id,idAluno,idQuestao,idQuestionario,tempo
61da76a207c17055ae9a7fc8,377,529,544,18
61da76a207c17055ae9a7fc9,377,530,544,149
61da76a207c17055ae9a7fca,377,531,544,42
61da76a207c17055ae9a7fcb,377,532,544,34
61da76a207c17055ae9a7fcc,377,533,544,98
61da76a207c17055ae9a7fcd,377,534,544,59
61da76a207c17055ae9a7fce,377,535,544,383
61da76a207c17055ae9a7fcf,377,536,544,53
61da76a207c17055ae9a7fd0,377,537,544,145
61da76a207c17055ae9a7fd1,377,538,544,71
61da76a307c17055ae9a7fd2,377,539,544,160
61da76a307c17055ae9a7fd3,377,540,544,107
61da76a307c17055ae9a7fd4,377,541,544,63
61da76a307c17055ae9a7fd5,377,542,544,95
61da76a307c17055ae9a7fd6,377,543,544,106
