_id,idAluno,idQuestao,idQuestionario,tempo
61da766a07c17055ae9a7dfc,374,584,594,380
61da766b07c17055ae9a7dfd,374,585,594,193
61da766b07c17055ae9a7dfe,374,586,594,49
61da766b07c17055ae9a7dff,374,587,594,97
61da766b07c17055ae9a7e00,374,588,594,43
61da766b07c17055ae9a7e01,374,589,594,151
61da766b07c17055ae9a7e02,374,590,594,95
61da766b07c17055ae9a7e03,374,591,594,950
61da766b07c17055ae9a7e04,374,592,594,314
61da766b07c17055ae9a7e05,374,593,594,59
61da766f07c17055ae9a7e24,355,579,594,29
61da766f07c17055ae9a7e25,355,580,594,24
61da766f07c17055ae9a7e26,355,581,594,63
61da766f07c17055ae9a7e27,355,582,594,65
61da766f07c17055ae9a7e28,355,583,594,100
61da767007c17055ae9a7e29,355,584,594,126
61da767007c17055ae9a7e2a,355,585,594,138
61da767007c17055ae9a7e2b,355,586,594,102
61da767007c17055ae9a7e2c,355,587,594,48
61da767007c17055ae9a7e2d,355,588,594,8
61da767007c17055ae9a7e2e,355,589,594,151
61da767007c17055ae9a7e2f,355,590,594,78
61da767007c17055ae9a7e30,355,591,594,3
61da767007c17055ae9a7e31,355,592,594,37
61da767007c17055ae9a7e32,355,593,594,31
61da767407c17055ae9a7e51,354,579,594,22
61da767407c17055ae9a7e52,354,580,594,41
61da767407c17055ae9a7e53,354,581,594,181
61da767407c17055ae9a7e54,354,582,594,29
61da767407c17055ae9a7e55,354,583,594,34
61da767507c17055ae9a7e56,354,584,594,18
61da767507c17055ae9a7e57,354,585,594,76
61da767507c17055ae9a7e58,354,586,594,49
61da767507c17055ae9a7e59,354,587,594,53
61da767507c17055ae9a7e5a,354,588,594,26
61da767507c17055ae9a7e5b,354,589,594,20
61da767507c17055ae9a7e5c,354,590,594,28
61da767507c17055ae9a7e5d,354,591,594,21
61da767507c17055ae9a7e5e,354,592,594,25
61da767507c17055ae9a7e5f,354,593,594,35
