_id,idAluno,idQuestao,idQuestionario,tempo
61da769507c17055ae9a7f63,370,565,576,87
61da769507c17055ae9a7f64,370,566,576,325
61da769507c17055ae9a7f65,370,567,576,130
61da769507c17055ae9a7f66,370,568,576,64
61da769507c17055ae9a7f67,370,569,576,151
61da769607c17055ae9a7f68,370,570,576,169
61da769607c17055ae9a7f69,370,571,576,75
61da769607c17055ae9a7f6a,370,572,576,66
61da769607c17055ae9a7f6b,370,573,576,124
61da769607c17055ae9a7f6c,370,574,576,71
61da769607c17055ae9a7f6d,370,575,576,78
61da769807c17055ae9a7f7d,364,561,576,24
61da769807c17055ae9a7f7e,364,562,576,9
61da769807c17055ae9a7f7f,364,563,576,17
61da769907c17055ae9a7f80,364,564,576,66
61da769907c17055ae9a7f81,364,565,576,72
61da769907c17055ae9a7f82,364,566,576,273
61da769907c17055ae9a7f83,364,567,576,45
61da769907c17055ae9a7f84,364,568,576,207
61da769907c17055ae9a7f85,364,569,576,80
61da769907c17055ae9a7f86,364,570,576,28
61da769907c17055ae9a7f87,364,571,576,48
61da769907c17055ae9a7f88,364,572,576,93
61da769907c17055ae9a7f89,364,573,576,48
61da769907c17055ae9a7f8a,364,574,576,247
61da769a07c17055ae9a7f8b,364,575,576,26
61da769c07c17055ae9a7f9b,376,561,576,11
61da769c07c17055ae9a7f9c,376,562,576,8
61da769c07c17055ae9a7f9d,376,563,576,37
61da769c07c17055ae9a7f9e,376,564,576,50
61da769c07c17055ae9a7f9f,376,565,576,121
61da769c07c17055ae9a7fa0,376,566,576,76
61da769c07c17055ae9a7fa1,376,567,576,30
61da769d07c17055ae9a7fa2,376,568,576,33
61da769d07c17055ae9a7fa3,376,569,576,78
61da769d07c17055ae9a7fa4,376,570,576,44
61da769d07c17055ae9a7fa5,376,571,576,39
61da769d07c17055ae9a7fa6,376,572,576,50
61da769d07c17055ae9a7fa7,376,573,576,19
61da769d07c17055ae9a7fa8,376,574,576,27
61da769d07c17055ae9a7fa9,376,575,576,17
61da76a007c17055ae9a7fb9,382,561,576,23
61da76a007c17055ae9a7fba,382,562,576,18
61da76a007c17055ae9a7fbb,382,563,576,118
61da76a007c17055ae9a7fbc,382,564,576,26
61da76a007c17055ae9a7fbd,382,565,576,111
61da76a007c17055ae9a7fbe,382,566,576,91
61da76a007c17055ae9a7fbf,382,567,576,255
61da76a007c17055ae9a7fc0,382,568,576,76
61da76a007c17055ae9a7fc1,382,569,576,14
61da76a007c17055ae9a7fc2,382,570,576,45
61da76a007c17055ae9a7fc3,382,571,576,197
61da76a107c17055ae9a7fc4,382,572,576,16
61da76a107c17055ae9a7fc5,382,573,576,12
61da76a107c17055ae9a7fc6,382,574,576,2
61da76a107c17055ae9a7fc7,382,575,576,88
61da76a307c17055ae9a7fd7,377,561,576,49
61da76a307c17055ae9a7fd8,377,562,576,22
61da76a307c17055ae9a7fd9,377,563,576,29
61da76a307c17055ae9a7fda,377,564,576,106
61da76a407c17055ae9a7fdb,377,565,576,143
61da76a407c17055ae9a7fdc,377,566,576,79
61da76a407c17055ae9a7fdd,377,567,576,78
61da76a407c17055ae9a7fde,377,568,576,157
61da76a407c17055ae9a7fdf,377,569,576,150
61da76a407c17055ae9a7fe0,377,570,576,155
61da76a407c17055ae9a7fe1,377,571,576,88
61da76a407c17055ae9a7fe2,377,572,576,54
61da76a407c17055ae9a7fe3,377,573,576,34
61da76a407c17055ae9a7fe4,377,574,576,19
61da76a407c17055ae9a7fe5,377,575,576,43
